model_a,model_b,endpoint,winner
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_HLM,phi3
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_hPPB,phi3
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_RLM,phi3
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_Sol,phi3
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_Sol,phi3
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_rPPB,phi3
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_RLM,phi3
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_RLM,phi3
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_rPPB,phi3
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_hPPB,phi3
mistral,phi3,ADME_hPPB,phi3
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_rPPB,phi3
mistral,phi3,ADME_RLM,mistral
mistral,phi3,ADME_HLM,phi3
mistral,phi3,ADME_MDR1_ER,phi3
mistral,phi3,ADME_rPPB,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_HLM,mistral
mistral,phi3,ADME_hPPB,mistral
mistral,phi3,ADME_Sol,mistral
mistral,phi3,ADME_MDR1_ER,mistral
mistral,phi3,ADME_Sol,mistral
