endpoint,sample,prediction,base_value,category,features,shap_values,explanation
ADME_HLM,mol_19_76751123,358.2918287415408,65.15835660643272,high,"['MaxAbsEStateIndex', 'MolLogP', 'SlogP_VSA2']","[31.34142153172816, 29.084350262251416, 22.453482642114306]","The model predicts a high hepatic metabolic clearance (intrinsic clearance in liver microsomes) of 358.29 mL/min/kg, indicating rapid metabolism and likely extensive hepatic elimination of the compound.

The baseline value of 65.16 mL/min/kg represents an average hepatic metabolic clearance for a typical compound. The predicted clearance of 358.29 mL/min/kg is substantially higher than this baseline, suggesting the compound undergoes significantly faster metabolic processing in the liver, which can impact its bioavailability and dosing regimen.

1. MaxAbsEStateIndex (+31.34): This descriptor reflects the maximum absolute electrotopological state index, which encodes electronic and topological molecular features. A higher value indicates greater electronic complexity and potential for enzyme interaction, contributing positively to metabolic rate by facilitating substrate recognition and binding in hepatic enzymes, thereby increasing clearance.

2. MolLogP (+29.08): MolLogP measures the logarithm of the compoundâ€™s partition coefficient between octanol and water, quantifying lipophilicity. Increased lipophilicity enhances membrane permeability and access to hepatic metabolizing enzymes, promoting metabolic transformation and elevating hepatic clearance.

3. SlogP_VSA2 (+22.45): This feature represents the sum of van der Waals surface areas of molecular fragments with specific logP contributions. Larger SlogP_VSA2 values correspond to increased hydrophobic surface, which enhances enzyme binding affinity and metabolic susceptibility, further increasing intrinsic clearance.

These features collectively reinforce the overall prediction of elevated hepatic metabolism by indicating increased enzyme interaction and lipophilicity; however, additional factors not disclosed here could also influence the final clearance value."
ADME_HLM,mol_1_324056965,-4.137173022110192,65.15835660643272,low,"['MolMR', 'TPSA', 'Chi0v']","[25.932106026505434, -19.4589891820093, 18.39387899167068]","The predicted hepatic metabolic clearance of -4.14 mL/min/kg falls within the low clearance category, indicating that the compound is expected to have minimal metabolism in the liver and therefore potentially prolonged systemic exposure.

The baseline value of 65.16 mL/min/kg represents the average intrinsic clearance observed across a reference compound set in liver microsomes. Since the final prediction of -4.14 mL/min/kg is substantially lower than this baseline, it suggests significantly reduced hepatic metabolic activity. Biologically, this implies that the compound is less susceptible to enzymatic breakdown in the liver, which may lead to slower elimination and longer half-life in vivo.

1. MolMR (+25.93): Molar refractivity (MolMR) reflects the overall polarizability and volume of the molecule. A higher MolMR generally correlates with increased interaction potential with metabolizing enzymes, which tends to elevate intrinsic clearance. Here, the positive +25.93 contribution partially offsets the low clearance prediction by suggesting some potential for metabolic processing.

2. TPSA (-19.46): Topological polar surface area (TPSA) measures the polar surface area of a molecule, reflecting its polarity and potential hydrogen bonding capacity. A higher TPSA often reduces passive membrane permeability and enzyme accessibility, thereby decreasing metabolic clearance. The negative value of -19.46 contributes to lowering the predicted intrinsic clearance, consistent with reduced hepatic metabolism.

3. Chi0v (+18.39): The valence connectivity index (Chi0v) is a descriptor of molecular topology related to branching and atom types in the molecule. Increased values can indicate structural features that favor enzyme recognition and metabolism, thereby increasing clearance. The positive contribution of +18.39 acts to increase intrinsic clearance, partially counteracting the overall low prediction.

Overall, these features partially counteract the predicted low hepatic clearance, but the net effect remains a reduction. This implies that other molecular properties, not detailed here, dominate to produce the low intrinsic metabolic clearance prediction."
ADME_HLM,mol_2_304005766,4.7050453635870255,65.15835660643272,low,"['MolLogP', 'MolMR', 'TPSA']","[-17.32310953388225, -8.677343682548495, 7.187461397390121]","The model predicts a low hepatic metabolic clearance of 4.71 mL/min/kg, indicating reduced intrinsic clearance capacity in liver microsomes, which suggests slower hepatic metabolism and potentially longer systemic drug exposure.

The baseline value of 65.16 mL/min/kg represents the average intrinsic clearance observed across similar compounds. Since the prediction of 4.71 mL/min/kg is substantially lower than this baseline, it implies that the compound is metabolized more slowly in the liver, potentially resulting in decreased elimination and increased bioavailability.

1. MolLogP (-17.32): MolLogP measures the logarithm of the partition coefficient between octanol and water, reflecting the compoundâ€™s lipophilicity. A highly lipophilic molecule tends to be more readily metabolized due to better membrane permeability and access to metabolizing enzymes; however, in this case, the strongly negative value significantly reduces predicted clearance, suggesting that lower lipophilicity decreases hepatic metabolism, leading to slower clearance and prolonged systemic presence.

2. MolMR (-8.68): MolMR represents molecular refractivity, which correlates with molecular size and polarizability. Larger, more polarizable molecules often exhibit enhanced enzyme binding affinity and metabolism, but the negative impact here indicates that lower molecular refractivity diminishes metabolic interaction, reducing intrinsic clearance and indicating slower hepatic processing.

3. TPSA (+7.19): TPSA measures the total polar surface area, relating to the compoundâ€™s polarity and hydrogen bonding potential. A higher TPSA generally reduces membrane permeability and hepatic metabolism; however, the positive contribution here partially offsets the overall clearance reduction by promoting solubility and access to enzymes, slightly increasing predicted clearance.

These features predominantly reinforce the overall prediction of lowered hepatic clearance, with the negative contributions of MolLogP and MolMR driving the decrease, while the positive effect of TPSA only somewhat counteracts it. Other molecular properties not listed may further influence the final clearance prediction."
ADME_HLM,mol_3_194963090,4.843811549032214,65.15835660643272,low,"['MolLogP', 'FpDensityMorgan3', 'TPSA']","[38.531286424591734, -25.424769659137727, -13.460071908046032]","The predicted hepatic metabolic clearance is 4.84 mL/min/kg, categorizing the compound as having low intrinsic clearance, which implies reduced hepatic metabolism and potentially longer systemic exposure.

The baseline clearance of 65.16 mL/min/kg reflects an average hepatic metabolic capacity typical for compounds in this dataset. The predicted value is substantially lower than this baseline, suggesting the compound undergoes slower biotransformation in the liver, which may lead to prolonged half-life and decreased metabolic elimination.

1. MolLogP (+38.53): MolLogP measures the lipophilicity of the molecule, indicating its affinity for lipid membranes. Higher lipophilicity generally enhances membrane permeability and can increase metabolism by hepatic enzymes; therefore, a positive value here would tend to increase clearance. In this case, the positive MolLogP partially counteracts the overall low clearance prediction by suggesting some potential for metabolic interaction despite the overall decrease.

2. FpDensityMorgan3 (-25.42): This feature represents the density of molecular fingerprints encoding local chemical environments. A negative value indicates that higher fingerprint density is associated with decreased clearance, potentially reflecting structural features that reduce enzyme interactions or steric accessibility. Thus, this feature contributes to lowering hepatic metabolic clearance, consistent with the low clearance prediction.

3. TPSA (-13.46): Topological Polar Surface Area quantifies the surface area of polar atoms, correlating inversely with membrane permeability and metabolic rate. A negative value implies that increased polarity reduces hepatic clearance by limiting enzyme access or transport into hepatocytes, reinforcing the predicted low clearance.

These features collectively reinforce the overall prediction of reduced hepatic metabolic clearance, with MolLogP partially mitigating the effect. Other molecular properties not displayed here may further influence the clearance outcome."
ADME_HLM,mol_4_324059015,8.950581189123298,65.15835660643272,low,"['Chi0n', 'MolMR', 'Kappa2']","[-25.74634579945624, 20.563507755581217, 19.673164440508582]","The predicted hepatic metabolic clearance for this compound is 8.95 mL/min/kg, classified as low, indicating a reduced capacity for liver metabolism and potentially slower systemic drug elimination.

The baseline hepatic clearance, representing the average intrinsic clearance in liver microsomes across a broad compound set, is 65.16 mL/min/kg. The predicted value is substantially lower than this baseline, suggesting that the compound undergoes metabolism at a much slower rate in the liver. This reduced metabolic clearance may lead to prolonged drug exposure and a greater risk of accumulation, necessitating careful dose adjustment.

1. Chi0n (-25.75): This feature quantifies the molecular connectivity index of order 0 for heteroatoms, reflecting the presence and branching of non-carbon atoms in the molecule. A negative value indicates that a higher Chi0n decreases hepatic clearance, likely due to reduced substrate recognition or affinity for liver enzymes. Pharmacokinetically, this suggests that molecular structures with greater heteroatom branching may be metabolized more slowly.

2. MolMR (+20.56): The molar refractivity represents the moleculeâ€™s polarizability and size, influencing how the compound interacts with enzyme active sites. A positive contribution means that higher molar refractivity tends to enhance intrinsic clearance by facilitating better enzyme binding. However, despite this increase, the overall clearance remains low, indicating other factors predominate.

3. Kappa2 (+19.67): This topological descriptor measures molecular shape complexity, especially related to branching and cyclic structures. A positive value here shows that increased molecular complexity promotes higher metabolic clearance, possibly by improving enzyme-substrate interactions. Nonetheless, this positive effect only partially offsets the decline in clearance.

These features collectively partially counteract the overall decrease in predicted hepatic clearance, but their positive contributions are insufficient to overcome the dominant impact of the strong negative feature(s) and other unlisted factors that reduce metabolism."
ADME_HLM,mol_5_316230505,24.037081377374392,65.15835660643272,moderate,"['MaxAbsEStateIndex', 'TPSA', 'VSA_EState2']","[19.958428945622444, -17.729116590681386, -17.631665774786708]","The predicted hepatic metabolic clearance is 24.04 mL/min/kg, categorized as moderate, indicating a moderate rate of hepatic metabolism which impacts the drugâ€™s elimination and systemic exposure.

The baseline intrinsic clearance of 65.16 mL/min/kg represents an average hepatic metabolic capacity for the compound. Since the prediction (24.04 mL/min/kg) is notably lower than this baseline, the compound is expected to undergo slower hepatic metabolism, potentially resulting in prolonged systemic circulation and increased bioavailability.

1. MaxAbsEStateIndex (+19.96): This feature quantifies the maximum absolute electrotopological state index, reflecting regions of varied electronic environments in the molecule. A positive contribution of +19.96 suggests that specific electronic characteristics tend to enhance metabolic recognition or enzyme binding affinity, thus promoting clearance. However, given the overall reduced prediction, this factor partially offsets other structural properties that reduce metabolism.

2. TPSA (-17.73): Topological polar surface area measures the moleculeâ€™s polar surface, impacting solubility and permeability. Its negative value (-17.73) implies that higher polarity reduces the compoundâ€™s access or binding efficiency to hepatic enzymes, thereby decreasing metabolic clearance. This polar character likely restricts passive diffusion into hepatocytes or affects enzyme active site interactions.

3. VSA_EState2 (-17.63): This descriptor captures the electrotopological surface area of specific atom types associated with hydrophilic regions. The negative impact (-17.63) indicates that increased hydrophilic surface area lowers hepatic metabolism, possibly through reduced membrane permeability or altered enzyme affinity. This decreases the metabolic clearance consistent with slower hepatic elimination.

These features partially counteract and partially reinforce the overall prediction: the positive effect of MaxAbsEStateIndex slightly mitigates the stronger negative impacts of TPSA and VSA_EState2, resulting in a final clearance lower than baseline. Other molecular properties not shown here likely dominate the predicted moderate reduction in hepatic metabolism."
ADME_HLM,mol_6_299985775,23.519479151388158,65.15835660643272,moderate,"['TPSA', 'SMR_VSA3', 'PEOE_VSA6']","[12.08724710028502, 8.748849422330299, 8.327667396626435]","The predicted hepatic metabolic clearance of 23.52 mL/min/kg falls within the moderate category, indicating a moderate rate of intrinsic clearance by liver microsomes, which suggests a balanced hepatic metabolism potentially leading to moderate systemic exposure and half-life.

The baseline clearance value of 65.16 mL/min/kg represents the average intrinsic clearance typically observed in the population or compound class under study. The predicted clearance value is substantially lower than this baseline, implying reduced hepatic metabolic activity. Biologically, this suggests slower metabolism in the liver, which may result in prolonged systemic circulation of the compound and potentially increased bioavailability or duration of action.

1. TPSA (+12.09): The Topological Polar Surface Area represents the polar surface contributed by oxygen and nitrogen atoms and their attached hydrogens. A higher TPSA generally increases molecule polarity, which can enhance interactions with metabolizing enzymes but also tends to reduce passive membrane permeability. In this context, the positive contribution of +12.09 reflects a partial increase in predicted clearance due to potential enzyme interactions, yet this is insufficient to overcome the overall reduction in hepatic clearance.

2. SMR_VSA3 (+8.75): This feature quantifies the sum of van der Waals surface areas where the calculated molecular refractivity falls within a certain range, often associated with molecular size and polarizability. Larger or more polarizable surface areas can enhance enzyme binding affinity leading to increased metabolism. Here, the positive effect of +8.75 indicates that these structural properties elevate predicted clearance, somewhat offsetting the decreased hepatic metabolism predicted overall.

3. PEOE_VSA6 (+8.33): This descriptor corresponds to the van der Waals surface area of atoms with a specific range of partial charges calculated using the Partial Equalization of Orbital Electronegativities method. Higher values suggest the presence of moderately charged regions, which may facilitate interactions with active sites of liver enzymes, resulting in enhanced intrinsic clearance. The positive contribution of +8.33 indicates a tendency to increase predicted hepatic metabolism, counterbalancing part of the observed lower clearance.

In summary, the positive contributions of TPSA (+12.09), SMR_VSA3 (+8.75), and PEOE_VSA6 (+8.33) partially counteract the overall decrease in predicted hepatic clearance, suggesting that other molecular features not shown here likely dominate to produce the final lower clearance value."
ADME_HLM,mol_7_538570,32.77549823689954,65.15835660643272,moderate,"['qed', 'Phi', 'MolLogP']","[-34.583238386098344, 32.13453183670602, 23.84073711009947]","The model predicts a hepatic metabolic clearance of 32.78 mL/min/kg, categorizing the compound as having moderate metabolic clearance, which suggests a moderate rate of hepatic metabolism and elimination in vivo.

The baseline hepatic metabolic clearance is 65.16 mL/min/kg, representing an average intrinsic clearance rate observed across a reference set of compounds. The predicted clearance of 32.78 mL/min/kg is notably lower than this baseline, indicating reduced metabolic activity by liver enzymes. Biologically, this implies slower hepatic metabolism, potentially leading to increased systemic exposure and a longer duration of action for the compound.

1. qed (-34.58): The quantitative estimate of drug-likeness (qed) integrates multiple physicochemical properties related to oral bioavailability and molecular complexity. A negative contribution of -34.58 suggests that higher drug-likeness reduces the predicted hepatic metabolic clearance, possibly reflecting structural features that resist enzymatic metabolism. Pharmacokinetically, this aligns with enhanced metabolic stability and potentially improved bioavailability.

2. Phi (+32.13): Phi represents the topological polar surface area, indicating the degree of polarity and potential hydrogen bonding capacity. Its positive contribution (+32.13) correlates with increased hepatic clearance, likely due to enhanced interactions with metabolizing enzymes or increased solubility facilitating access to enzyme active sites. This suggests that increased polarity can accelerate hepatic metabolism.

3. MolLogP (+23.84): MolLogP denotes the logarithm of the compoundâ€™s partition coefficient between octanol and water, reflecting lipophilicity. A positive contribution of +23.84 indicates that higher lipophilicity is associated with increased metabolic clearance, as lipophilic compounds tend to more readily partition into hepatic membranes where metabolic enzymes reside, thereby facilitating faster metabolism.

These features collectively counteract the overall predicted decrease in hepatic metabolic clearance; however, the negative impact of qed dominates, leading to a net reduction. Other unreported molecular characteristics likely contribute to this overall lower clearance prediction."
ADME_HLM,mol_8_EN300-97039,565.5384638087036,65.15835660643272,high,"['VSA_EState6', 'MolMR', 'MolLogP']","[52.86990132397911, 42.948333175880315, 41.53432567388831]","The model predicts a high hepatic metabolic clearance of 565.54 mL/min/kg for the compound, indicating rapid intrinsic metabolic elimination by liver enzymes. This elevated clearance suggests the compound is metabolized efficiently in the liver, potentially reducing systemic exposure and half-life.

The baseline hepatic clearance of 65.16 mL/min/kg represents an average intrinsic clearance typical for compounds in the dataset, reflecting moderate liver metabolism. The predicted clearance is substantially higher than this baseline, implying enhanced metabolic capacity in the liver. Biologically, this indicates the compound is likely subject to fast hepatic metabolism, which could lead to decreased bioavailability and necessitate dosing adjustments or formulation strategies to achieve therapeutic levels.

1. VSA_EState6 (+52.87): This feature quantifies the sum of electrotopological state values for atoms within a specific van der Waals surface area range, reflecting electronic and spatial molecular characteristics that enhance enzyme binding affinity. A positive contribution suggests that molecular regions captured by VSA_EState6 favor interaction with hepatic enzymes, thereby increasing metabolic clearance. Pharmacokinetically, this means the moleculeâ€™s electronic distribution facilitates faster biotransformation in the liver.

2. MolMR (+42.95): Molecular refractivity represents the total polarizability volume of the molecule, related to size and electron cloud deformability. A higher MolMR value positively influences metabolic clearance by facilitating better accommodation into enzyme active sites and promoting enzymatic turnover. This indicates the moleculeâ€™s structural and electronic properties enhance its susceptibility to hepatic metabolism.

3. MolLogP (+41.53): The octanol-water partition coefficient (logP) reflects the compoundâ€™s lipophilicity. An increased MolLogP favors membrane permeability and access to the lipid-rich environment of liver enzymes, thereby raising metabolic clearance. From a pharmacokinetic standpoint, higher lipophilicity often corresponds to enhanced interaction with metabolizing enzymes and increased intrinsic clearance in the liver.

These features collectively reinforce the overall prediction of high hepatic clearance by enhancing molecular properties that promote liver metabolism. While these key factors significantly contribute, other molecular descriptors not shown may further influence the final predicted clearance value."
ADME_HLM,mol_9_44811418,43.67873848763978,65.15835660643272,high,"['MolLogP', 'MolMR', 'Chi1v']","[35.42059132696345, 26.831333305286925, 26.155767576429646]","The model predicts a hepatic metabolic clearance of 43.68 mL/min/kg, classifying it as high clearance, which implies rapid metabolism of the compound in the liver. 

The baseline value of 65.16 mL/min/kg represents an average intrinsic clearance in liver microsomes derived from a broad compound set. The predicted clearance of 43.68 mL/min/kg is lower than this baseline, suggesting the compound is metabolized somewhat less efficiently than the typical compound in this dataset. Biologically, this indicates a potentially slower hepatic elimination rate, which could influence the drugâ€™s plasma half-life and systemic exposure.

1. MolLogP (+35.42): This feature quantifies the compoundâ€™s lipophilicity, reflecting its tendency to partition into lipid membranes. Higher MolLogP generally increases membrane permeability and access to metabolizing enzymes, often elevating metabolic clearance. Here, the strong positive contribution partially counteracts the overall decrease in clearance, implying that the compoundâ€™s lipophilicity would tend to enhance hepatic metabolism.

2. MolMR (+26.83): Molecular refractivity represents the molecular volume and polarizability, affecting molecular interactions with enzyme active sites. An increased MolMR often correlates with greater enzyme binding affinity, which can lead to higher intrinsic clearance. This positive value suggests that the compoundâ€™s molecular size or polarizability promotes metabolism, partially mitigating the decreased clearance prediction.

3. Chi1v (+26.16): The valence molecular connectivity index chi1v describes the compoundâ€™s structural branching and complexity linked to steric effects impacting enzyme recognition. Higher chi1v values often indicate enhanced substrate-enzyme complementarity, potentially increasing metabolic clearance. Thus, this positive influence also partially offsets the overall lower clearance prediction.

These three positively contributing features tend to increase hepatic clearance, thereby counteracting the overall predicted decrease in metabolic rate. The ultimate reduced clearance prediction indicates that other factors not shown here likely dominate and drive the final lower intrinsic clearance value."
